names,labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
Economica-Regular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,252,251,251,251,251,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,151,78,78,78,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,255,136,38,38,32,8,0,0,0,0,0,0,0,0,0,0,0
Kufam-Italic[wght],5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,255,255,255,255,255,255,255,255,255,255,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,255,252,244,241,241,241,241,241,241,241,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,136,255,205,101,67,67,67,67,67,67,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,167,254,164,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,203,248,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,238,231,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlassAntiqua-Regular,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,147,204,171,76,14,0,11,77,204,215,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,190,136,185,223,191,158,185,236,237,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,202,70,32,86,150,177,201,237,188,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,205,79,13,11,25,73,170,203,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,19,3,0,16,115,198,123,11,0,0,0,0,0,0,0,0,0
ReggaeOne-Regular,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,16,13,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,251,222,191,137,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,186,255,255,248,161,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,236,255,254,216,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,167,250,255,245,133,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,218,255,255,209,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,148,248,255,255,108,228,249,249,165,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,202,255,255,178,25,223,255,255,162,28,0,0,0,0,0,0,0,0
Gorditas-Bold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,157,216,243,248,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,224,255,255,255,255,255,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,254,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,255,255,255,255,255,255,255,255,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,255,239,142,255,255,255,255,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,5,42,255,255,255,255,255,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,255,255,255,255,255,22,0,0,0,0,0,0,0,0,0
EncodeSansSemiCondensed-SemiBold,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,209,255,226,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,136,253,253,143,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,210,255,221,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,133,254,251,146,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,213,255,218,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,132,254,249,151,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,216,255,217,84,0,32,73,83,31,2,0,0,0,0,0,0,0
TitilliumWeb-ExtraLigh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,203,223,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,133,191,69,180,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,185,136,41,8,172,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,181,91,30,1,0,172,84,0,0,0,0,0,0,0,0,0,0,0,0
Prompt-BoldItalic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,255,255,255,255,255,255,255,255,255,255,255,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,248,255,255,255,255,255,255,255,255,255,255,255,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,255,255,255,255,255,255,255,255,255,255,255,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,234,224,224,224,224,224,224,224,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,255,255,255,255,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,255,255,255,255,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComicNeue-BoldItalic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,93,224,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,81,230,251,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,206,253,248,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,180,249,255,243,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,155,243,255,255,237,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,135,234,255,255,255,232,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,117,221,253,249,248,252,213,8,0,0,0,0,0,0,0,0
Farro-Bold,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,98,182,231,247,234,191,106,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,212,255,255,255,255,255,255,255,191,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,255,255,254,251,251,254,255,255,255,167,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,246,223,203,184,187,217,245,255,255,246,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,160,58,7,0,2,51,187,254,255,255,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,0,0,141,251,255,255,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,151,252,255,249,52,1,0,0,0,0,0,0,0
DarkerGrotesque-Ligh,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,106,154,168,164,153,110,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,128,87,63,52,50,55,83,120,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,110,90,40,12,1,1,6,36,84,109,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,92,111,6,1,0,0,0,0,0,10,91,124,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,85,63,0,0,0,0,0,0,0,0,59,103,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,61,29,0,0,0,0,0,0,0,0,46,91,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,7,0,0,0,0,0,0,0,0,61,104,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,120,27,0,0,0,0,0,0,0
FiraSansCondensed-ExtraBold,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,123,170,170,170,170,170,170,170,170,170,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,255,255,255,255,255,255,255,255,255,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,255,255,255,255,255,255,255,255,254,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,255,255,253,234,210,210,210,210,207,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,255,255,247,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,255,255,247,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taviraj-ExtraLigh,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,213,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,206,62,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,156,0,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,223,18,0,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,90,0,0,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,185,0,0,0,255,132,0,0,0,0,0,0,0,0,0,0
PlayfairDisplay-Italic[wght],8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,137,127,118,161,208,117,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,154,220,38,0,0,0,142,255,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,255,54,0,0,0,0,72,255,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,255,215,0,0,0,0,0,79,255,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,255,192,0,0,0,0,0,136,255,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,255,230,2,0,0,0,12,231,240,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,255,255,93,0,0,0,147,238,58,0,0,0,0,0,0,0,0
Mitr-Medium,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,122,182,222,243,249,243,221,180,118,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,139,223,245,249,252,254,254,254,252,249,245,221,132,10,0,0,0,0,0,0,0,0,0,0,0,0,2,152,232,253,255,255,255,255,255,255,255,255,255,252,230,143,1,0,0,0,0,0,0,0,0,0,0,0,60,221,253,255,255,244,190,142,129,144,192,245,255,255,253,218,50,0,0,0,0,0,0,0,0,0,0,0,117,238,255,255,255,148,55,27,23,27,59,153,255,255,255,236,105,0,0,0,0,0,0,0,0,0,0,0,134,240,255,255,255,103,10,0,0,0,13,109,255,255,255,239,123,0,0,0,0,0
Forum-Regular,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,126,202,240,244,215,148,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,184,164,90,51,65,130,206,204,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,173,177,76,17,4,8,29,98,208,200,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,220,130,29,0,0,0,0,26,123,234,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,228,123,25,0,0,0,0,3,66,224,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,226,176,53,3,0,0,0,1,60,218,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,201,232,131,42,7,0,0,19,105,217,92,0,0,0,0,0,0,0,0
"NotoSansBengali[wdth,wght]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,156,232,255,254,254,243,172,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,246,250,240,224,207,219,242,253,227,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,224,163,60,8,0,9,88,213,253,177,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,3,0,0,0,0,0,127,239,247,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,227,255,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,233,241,16,0,0,0,0,0,0,0,0
MartelSans-ExtraBold,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,175,255,255,255,208,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,140,245,255,255,255,208,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,111,224,254,255,255,255,208,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,196,251,255,255,255,255,208,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,167,245,254,254,255,255,255,208,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,138,232,255,217,213,255,255,255,208,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,214,253,235,147,156,255,255,255,208,46,0,0,0,0,0,0,0,0
Lato-ExtraBoldItalic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,116,197,237,237,185,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,206,255,255,255,255,255,250,116,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,219,255,252,238,227,240,253,255,247,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,185,255,253,214,100,28,120,231,255,255,177,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,253,255,239,128,5,0,34,191,255,255,244,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,189,255,255,204,58,0,0,4,168,252,255,255,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,246,255,253,175,14,0,0,0,151,247,255,255,99,0,0,0,0,0,0
BebasNeue-Regular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,255,255,255,255,255,255,255,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,255,255,255,255,255,255,255,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,255,255,223,204,204,204,204,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,255,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,255,255,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,255,255,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2D-Italic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,69,142,197,229,244,237,203,137,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,188,236,246,251,253,254,254,251,246,222,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,131,218,248,227,158,92,59,56,81,142,227,253,224,93,0,0,0,0,0,0,0,0,0,0,0,0,0,121,221,252,193,86,26,12,6,5,10,27,100,245,248,188,0,0,0,0,0,0,0,0,0,0,0,0,26,199,251,221,92,13,0,0,0,0,0,1,51,210,254,227,2,0,0,0,0,0,0,0,0,0,0,0,53,219,255,157,40,0,0,0,0,0,0,0,48,213,253,220,1,0,0,0,0,0,0,0,0,0,0,0,26,192,248,115,20,0,0,0,0,0,0,10,82,242,245,169,0,0,0,0,0
